Region,Old Region,Division,SchoolID,School Name,District,Legislative District,Barangay,Modified COC,TotalEnrolment,Instructional.Rooms,Classroom.Requirement,Shifting,OwnershipType,ElectricitySource,WaterSource,Est.CS,SBPI,Lat,Long
NCR,NCR,Malabon City,136844,Muzon ES,Malabon District III,Lone District,MUZON,Purely ES,510,9,18,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,10,NA,,
NCR,NCR,Malabon City,305452,Tinajeros NHS,Malabon District IV,Lone District,TINAJEROS,JHS with SHS,3083,36,81,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,52,NA,,
NCR,NCR,Malabon City,136850,Tinajeros ES,Malabon District IV,Lone District,TINAJEROS,Purely ES,3707,45,121,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,78,NA,,
NCR,NCR,Malabon City,136852,Acacia ES,Malabon District V,Lone District,ACACIA,Purely ES,2403,20,73,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,55,NA,,
NCR,NCR,Malabon City,136847,Bagong Lote ES,Malabon District IV,Lone District,POTRERO,Purely ES,1016,9,33,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,23,NA,,
NCR,NCR,Malabon City,136842,Concepcion ES,Malabon District III,Lone District,CONCEPCION,Purely ES,1060,15,33,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,18,NA,,
NCR,NCR,Malabon City,320502,Concepcion Technical - Vocational School,Malabon District III,Lone District,CONCEPCION,JHS with SHS,777,15,20,Double Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,10,1.775,,
NCR,NCR,Malabon City,502869,Tonsuya Integrated School,Malabon District II,Lone District,TONSUYA,ES and JHS (K to 10),2756,#N/A,#N/A,For Verification,For Verification,For Verification,For Verification,#N/A,NA,,
NCR,NCR,Malabon City,136845,Niugan ES,Malabon District III,Lone District,NIUGAN,Purely ES,730,13,26,Double Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,12,1.625,,
NCR,NCR,Malabon City,320504,Acacia National High School,Malabon District V,Lone District,ACACIA,JHS with SHS,1174,17,31,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,20,NA,,
NCR,NCR,Malabon City,136846,Santiago Syjuco Memorial School,Malabon District III,Lone District,IBABA,Purely ES,920,30,29,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,4,NA,,
NCR,NCR,Malabon City,302387,Malabon City Techvoc and Entrepreneurship Senior High School,Malabon District V,Lone District,IBABA,Purely SHS,69,5,3,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NCR,NCR,Malabon City,302149,Santiago Syjuco Memorial Integrated Secondary School,Malabon District III,Lone District,IBABA,JHS with SHS,307,16,13,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NCR,NCR,Malabon City,500337,Catmon IS,Malabon District V,Lone District,CATMON,ES and JHS (K to 10),5243,44,147,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,103,NA,,
NCR,NCR,Malabon City,136849,Potrero ES I,Malabon District IV,Lone District,POTRERO,Purely ES,716,15,23,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,9,NA,,
NCR,NCR,Malabon City,340567,Imelda Integrated Secondary School,Malabon District II,Lone District,LONGOS,JHS with SHS,986,18,29,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,11,NA,,
NCR,NCR,Malabon City,305449,Potrero NHS,Malabon District IV,Lone District,POTRERO,JHS with SHS,1671,22,46,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,28,NA,,
NCR,NCR,Malabon City,136848,Potrero ES,Malabon District IV,Lone District,POTRERO,Purely ES,2038,33,68,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,31,NA,,
NCR,NCR,Malabon City,136840,Amang Rodriguez ES,Malabon District III,Lone District,BARITAN,Purely ES,1068,20,38,Double Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,21,1.6,,
NCR,NCR,Malabon City,136843,Dela Paz ES,Malabon District III,Lone District,SAN AGUSTIN,Purely ES,563,11,20,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,5,NA,,
NCR,NCR,Malabon City,500338,Col. Ramon Camus Integrated School,Malabon District III,Lone District,SAN AGUSTIN,ES and JHS (K to 10),651,9,22,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,15,NA,,
NCR,NCR,Malabon City,136854,Epifanio de los Santos ES,Malabon District V,Lone District,TUGATOG,Purely ES,2957,42,86,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,44,NA,,
NCR,NCR,Malabon City,305451,Tugatog NHS,Malabon District V,Lone District,TUGATOG,Purely JHS,1598,14,44,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,20,NA,,
NCR,NCR,Malabon City,500339,Tañong IS,Malabon District II,Lone District,TAÃ‘ONG (POB.),ES and JHS (K to 10),2997,23,86,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,65,NA,,
NCR,NCR,Malabon City,136835,Longos ES,Malabon District II,Lone District,LONGOS,Purely ES,1154,17,35,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,20,NA,,
NCR,NCR,Malabon City,340568,Ninoy Aquino Senior High School,Malabon District II,Lone District,LONGOS,Purely SHS,197,7,7,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NCR,NCR,Malabon City,136836,Ninoy Aquino ES,Malabon District II,Lone District,LONGOS,Purely ES,4514,56,136,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,80,NA,,
NCR,NCR,Malabon City,320501,Longos National High School,Malabon District II,Lone District,LONGOS,Purely JHS,2156,11,58,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,49,NA,,
NCR,NCR,Malabon City,136838,Tañong ES I,Malabon District II,Lone District,TAÃ‘ONG (POB.),Purely ES,1098,19,33,Double Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,17,1.975,,
NCR,NCR,Malabon City,305448,Tañong NHS,Malabon District II,Lone District,TAÃ‘ONG (POB.),Purely JHS,620,10,18,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,12,NA,,
NCR,NCR,Malabon City,136834,Imelda ES,Malabon District II,Lone District,LONGOS,Purely ES,3698,65,110,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,38,NA,,
NCR,NCR,Navotas,305455,Tanza National High School,Navotas District II,Lone District,TANZA,JHS with SHS,1721,20,45,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,28,NA,,
NCR,NCR,Navotas,136869,Tanza Elementary School,Navotas District II,Lone District,TANZA,Purely ES,3249,24,103,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,53,NA,,
NCR,NCR,Navotas,305457,Tangos National High School,Navotas District II,Lone District,TANGOS,JHS with SHS,1724,25,44,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,13,NA,,
NCR,NCR,Navotas,136868,Tangos I Elementary School,Navotas District II,Lone District,TANGOS,Purely ES,1386,33,51,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,20,NA,,
NCR,NCR,Navotas,136867,Tangos Elementary School,Navotas District II,Lone District,TANGOS,Purely ES,2497,34,78,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,29,NA,,
NCR,NCR,Navotas,136870,Wawa Elementary School,Navotas District II,Lone District,TANGOS,Purely ES,421, #N/A   ,15,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,8,NA,,
NCR,NCR,Navotas,305458,San Roque National High School,Navotas District II,Lone District,SAN ROQUE,JHS with SHS,2692,28,73,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,33,NA,,
NCR,NCR,Navotas,136865,Daanghari Elementary School,Navotas District II,Lone District,DAANGHARI,Purely ES,1387,33,44,Double Shift,With Adverse Claims,GRID SUPPLY,Piped line from Local Service Provider,13,1.875,,
NCR,NCR,Navotas,136860,Navotas Elementary School,Navotas District I,Lone District,SAN JOSE (POB.),Purely ES,1657,43,54,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,21,NA,,
NCR,NCR,Navotas,136861,Navotas I Elementary School,Navotas District I,Lone District,SAN JOSE (POB.),Purely ES,678,12,21,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NCR,NCR,Navotas,136856,Bagumbayan Elementary School,Navotas District I,Lone District,SIPAC-ALMACEN,Purely ES,1975,27,63,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,40,NA,,
NCR,NCR,Navotas,328001,Navotas National Science High School,Navotas District I,Lone District,SIPAC-ALMACEN,JHS with SHS,516,8,16,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,8,NA,,
NCR,NCR,Navotas,305453,Navotas National High School,Navotas District I,Lone District,SIPAC-ALMACEN,JHS with SHS,3891,28,108,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,87,NA,,
NCR,NCR,Navotas,136858,Dagat-Dagatan Elementary School,Navotas District I,Lone District,"NORTH BAY BLVD., SOUTH",Purely ES,3894,45,128,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,49,NA,,
NCR,NCR,Navotas,340628,Filemon T. Lizan Senior High School,Navotas District I,Lone District,BAGUMBAYAN SOUTH,Purely SHS,919,13,21,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,6,NA,,
NCR,NCR,Navotas,136857,Bangkulasi Elementary School,Navotas District I,Lone District,BANGCULASI,Purely ES,1054,14,36,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,21,NA,,
NCR,NCR,Navotas,300133,Angeles National High School,Navotas District I,Lone District,BANGCULASI,Purely JHS,513,9,14,Double Shift,Usufruct Agreement,GRID & OFF-GRID SUPPLY,Piped line from Local Service Provider,4,1.875,,
NCR,NCR,Navotas,340629,Bangkulasi Senior High School,Navotas District I,Lone District,BANGCULASI,Purely SHS,190, #N/A   ,7,Double Shift,For Verification,GRID & OFF-GRID SUPPLY,Piped line from Local Service Provider,6,NA,,
NCR,NCR,Navotas,136863,North Bay Boulevard North Elementary School,Navotas District I,Lone District,"NORTH BAY BLVD., NORTH",Purely ES,1642,23,53,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,31,NA,,
NCR,NCR,Navotas,305456,Kaunlaran High School,Navotas District I,Lone District,"NORTH BAY BLVD., SOUTH",JHS with SHS,4459,51,118,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,73,NA,,
NCR,NCR,Navotas,136859,Kapitbahayan Elementary School,Navotas District I,Lone District,"NORTH BAY BLVD., SOUTH",Purely ES,4091,64,141,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,75,NA,,
NCR,NCR,Navotas,136862,North Bay Boulevard Elementary School,Navotas District I,Lone District,"NORTH BAY BLVD., SOUTH",Purely ES,1017, #N/A   ,33,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,12,NA,,
NCR,NCR,Navotas,136864,San Rafael Vill. Elementary School,Navotas District I,Lone District,SAN RAFAEL VILLAGE,Purely ES,798,15,27,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NCR,NCR,Navotas,305454,San Rafael Technological and Vocational High School,Navotas District I,Lone District,SAN RAFAEL VILLAGE,JHS with SHS,1128,27,31,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NCR,NCR,Navotas,136866,San Roque Elementary School,Navotas District II,Lone District,SAN ROQUE,Purely ES,2109,27,71,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,32,NA,,
NCR,NCR,Valenzuela City,305705,Disiplina Village-Bignay National High School,Valenzuela City Central District,1st District,BIGNAY,Purely JHS,1412,25,28,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,8,NA,,
NCR,NCR,Valenzuela City,137143,Disiplina Village Elementary School,Valenzuela City Central District,1st District,BIGNAY,Purely ES,2814,27,79,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,50,NA,,
NCR,NCR,Valenzuela City,136812,Roberta de Jesus Elementary School,Valenzuela City Central District,1st District,BIGNAY,Purely ES,4892,47,147,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,100,NA,,
NCR,NCR,Valenzuela City,320404,Bignay National High School,Valenzuela City Central District,1st District,BIGNAY,JHS with SHS,3042,41,82,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,62,NA,,
NCR,NCR,Valenzuela City,305565,Punturin Senior High School,Valenzuela City Central District,1st District,PUNTURIN,Purely SHS,1176,20,24,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,11,NA,,
NCR,NCR,Valenzuela City,320402,Vicente Trinidad National High School (Punturin NHS),Valenzuela City Central District,1st District,PUNTURIN,JHS with SHS,1768,32,43,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,15,NA,,
NCR,NCR,Valenzuela City,136818,Punturin ES,Valenzuela City Central District,1st District,PUNTURIN,Purely ES,2246,22,62,Double Shift,TCT / OCT,GRID SUPPLY,Piped line from Local Service Provider,25,1.35,,
NCR,NCR,Valenzuela City,320407,Wawang Pulo National High School,Valenzuela City North District,1st District,WAWANG PULO,JHS with SHS,905,28,19,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NCR,NCR,Valenzuela City,136811,Wawang Pulo Elementary School,Valenzuela City North District,1st District,WAWANG PULO,Purely ES,1102,18,35,Double Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,16,1.775,,
NCR,NCR,Valenzuela City,227003,Apolonio Casimiro Elementary School,Valenzuela City Central District,1st District,PUNTURIN,Purely ES,630,10,20,Double Shift,With Adverse Claims,GRID SUPPLY,Piped line from Local Service Provider,10,1.825,,
NCR,NCR,Valenzuela City,305440,Lawang Bato National High School,Valenzuela City Central District,1st District,LAWANG BATO,JHS with SHS,2762,34,79,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,50,NA,,
NCR,NCR,Valenzuela City,136815,Lawang Bato Elementary School,Valenzuela City Central District,1st District,LAWANG BATO,Purely ES,2660,67,82,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,20,NA,,
NCR,NCR,Valenzuela City,136802,Coloong Elementary School,Valenzuela City North District,1st District,COLOONG,Purely ES,1010,20,29,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,12,NA,,
NCR,NCR,Valenzuela City,136809,Tagalag Elementary School,Valenzuela City North District,1st District,TAGALAG,Purely ES,369,10,13,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
NCR,NCR,Valenzuela City,136810,Luis Francisco Elementary School,Valenzuela City North District,1st District,TAGALAG,Purely ES,2022,29,60,Double Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,32,NA,,
